* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:36:30 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 Blue L
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
7.071068 82.851 -78.0691
7.122308 82.912 -78.5204
7.173919 82.972 -78.9709
7.225904 83.033 -79.4214
7.278266 83.093 -79.8722
7.331007 83.154 -80.3240
7.384131 83.215 -80.7755
7.437639 83.275 -81.2263
7.491535 83.336 -81.6770
7.545822 83.396 -82.1281
7.600502 83.457 -82.5802
7.655579 83.517 -83.0340
7.711054 83.578 -83.4900
7.766932 83.638 -83.9472
7.823214 83.699 -84.4054
7.879904 83.759 -84.8649
7.937005 83.819 -85.3259
7.994520 83.879 -85.7887
8.052452 83.939 -86.2535
8.110803 83.998 -86.7206
8.169578 84.057 -87.1898
8.228777 84.116 -87.6608
8.288406 84.174 -88.1332
8.348468 84.232 -88.6067
8.408964 84.290 -89.0809
8.469899 84.347 -89.5561
8.531276 84.403 -90.0330
8.593097 84.459 -90.5110
8.655366 84.515 -90.9893
8.718086 84.569 -91.4671
8.781260 84.624 -91.9435
8.844893 84.677 -92.4187
8.908987 84.730 -92.8938
8.973545 84.782 -93.3680
9.038571 84.834 -93.8405
9.104069 84.886 -94.3106
9.170040 84.936 -94.7776
9.236490 84.987 -95.2417
9.303422 85.037 -95.7032
9.370838 85.086 -96.1619
9.438744 85.135 -96.6176
9.507140 85.183 -97.0701
9.576033 85.232 -97.5188
9.645425 85.280 -97.9635
9.715320 85.328 -98.4047
9.785721 85.376 -98.8428
9.856632 85.424 -99.2785
9.928058 85.471 -99.7117
10.000000 85.519 -100.1412
10.072464 85.567 -100.5675
10.145453 85.614 -100.9916
10.218971 85.662 -101.4145
10.293022 85.710 -101.8369
10.367610 85.758 -102.2570
10.442738 85.805 -102.6754
10.518411 85.853 -103.0930
10.594631 85.901 -103.5107
10.671404 85.948 -103.9291
10.748734 85.996 -104.3470
10.826623 86.043 -104.7646
10.905077 86.090 -105.1825
10.984100 86.137 -105.6011
11.063695 86.184 -106.0203
11.143867 86.230 -106.4401
11.224621 86.276 -106.8600
11.305959 86.321 -107.2800
11.387886 86.366 -107.6999
11.470407 86.410 -108.1201
11.553527 86.454 -108.5402
11.637249 86.497 -108.9597
11.721577 86.540 -109.3779
11.806517 86.582 -109.7951
11.892071 86.623 -110.2113
11.978246 86.663 -110.6261
12.065045 86.703 -111.0389
12.152473 86.743 -111.4494
12.240536 86.782 -111.8579
12.329235 86.820 -112.2642
12.418578 86.858 -112.6682
12.508568 86.895 -113.0698
12.599211 86.932 -113.4686
12.690510 86.969 -113.8650
12.782471 87.005 -114.2595
12.875097 87.041 -114.6522
12.968395 87.076 -115.0423
13.062370 87.112 -115.4306
13.157025 87.147 -115.8177
13.252366 87.181 -116.2042
13.348398 87.216 -116.5890
13.445127 87.250 -116.9729
13.542556 87.284 -117.3568
13.640691 87.318 -117.7408
13.739536 87.352 -118.1243
13.839099 87.385 -118.5077
13.939383 87.418 -118.8916
14.040393 87.450 -119.2759
14.142136 87.482 -119.6603
14.244616 87.514 -120.0448
14.347837 87.545 -120.4294
14.451808 87.576 -120.8141
14.556532 87.607 -121.1987
14.662014 87.637 -121.5829
14.768262 87.667 -121.9666
14.875278 87.696 -122.3498
14.983070 87.725 -122.7324
15.091644 87.753 -123.1142
15.201005 87.782 -123.4952
15.311157 87.810 -123.8755
15.422109 87.838 -124.2556
15.533863 87.865 -124.6349
15.646428 87.893 -125.0138
15.759809 87.920 -125.3930
15.874010 87.947 -125.7722
15.989040 87.974 -126.1516
16.104904 88.001 -126.5315
16.221605 88.028 -126.9122
16.339155 88.054 -127.2933
16.457554 88.080 -127.6749
16.576813 88.106 -128.0571
