* Measurement data measured by REW V5.20.4
* Source: C:\Users\topge\AutoEq\compensation\harman_in-ear_2017-2.csv
* Format: Comma/Tab/Space delimited data
* Dated: 18 Dec, 2021 1:17:41 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Measurement imported from C:\Users\topge\AutoEq\compensation\harman_in-ear_2017-2.csv Format: Comma/Tab/Space delimited data 695 values loaded, 20 Hz to 19,896 Hz log spaced
* Measurement: harman_in-ear_2017-2
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
203.000000	-1.948
206.000000	-1.991
209.000000	-2.035
212.000000	-2.067
214.000000	-2.097
218.000000	-2.131
220.000000	-2.140
224.000000	-2.168
227.000000	-2.191
230.000000	-2.208
233.000000	-2.242
236.000000	-2.281
240.000000	-2.332
243.000000	-2.369
247.000000	-2.398
250.000000	-2.383
254.000000	-2.362
258.000000	-2.340
262.000000	-2.326
265.000000	-2.299
269.000000	-2.265
272.000000	-2.228
276.000000	-2.176
280.000000	-2.143
285.000000	-2.100
290.000000	-2.072
295.000000	-2.050
300.000000	-2.027
304.000000	-2.001
307.000000	-1.977
311.000000	-1.936
315.000000	-1.908
320.000000	-1.861
325.000000	-1.814
330.000000	-1.768
335.000000	-1.731
340.000000	-1.684
345.000000	-1.644
350.000000	-1.606
355.000000	-1.588
360.000000	-1.565
365.000000	-1.543
370.000000	-1.528
375.000000	-1.509
382.000000	-1.475
387.000000	-1.463
395.000000	-1.432
400.000000	-1.409
406.000000	-1.395
412.000000	-1.370
418.000000	-1.350
425.000000	-1.329
431.000000	-1.309
437.000000	-1.281
444.000000	-1.265
450.000000	-1.242
455.000000	-1.229
462.000000	-1.204
468.000000	-1.192
475.000000	-1.167
482.000000	-1.144
487.000000	-1.131
494.000000	-1.115
500.000000	-1.086
508.000000	-1.037
515.000000	-0.996
522.000000	-0.955
530.000000	-0.922
538.000000	-0.910
545.000000	-0.910
552.000000	-0.910
560.000000	-0.910
570.000000	-0.905
580.000000	-0.875
590.000000	-0.857
600.000000	-0.832
608.000000	-0.808
615.000000	-0.798
622.000000	-0.781
630.000000	-0.763
640.000000	-0.737
650.000000	-0.713
660.000000	-0.683
670.000000	-0.643
680.000000	-0.598
690.000000	-0.554
700.000000	-0.513
710.000000	-0.492
720.000000	-0.469
730.000000	-0.450
740.000000	-0.431
750.000000	-0.405
762.000000	-0.373
775.000000	-0.323
788.000000	-0.284
800.000000	-0.238
812.000000	-0.197
825.000000	-0.174
838.000000	-0.152
850.000000	-0.131
862.000000	-0.107
875.000000	-0.093
885.000000	-0.072
900.000000	-0.049
912.000000	-0.031
925.000000	-0.009
938.000000	-0.010
950.000000	-0.010
962.000000	-0.010
975.000000	-0.010
988.000000	-0.010
1000.000000	0.001
1015.000000	0.023
1030.000000	0.043
1044.000000	0.064
1060.000000	0.090
1075.000000	0.103
1090.000000	0.127
1106.000000	0.146
1120.000000	0.165
1138.000000	0.193
1150.000000	0.214
1172.000000	0.262
1180.000000	0.275
1206.000000	0.339
1220.000000	0.373
1241.000000	0.442
1250.000000	0.474
1265.000000	0.521
1280.000000	0.568
1315.000000	0.693
1320.000000	0.713
1340.000000	0.805
1360.000000	0.884
1380.000000	0.972
1400.000000	1.048
1430.000000	1.174
1450.000000	1.249
1475.000000	1.353
1500.000000	1.445
1525.000000	1.548
1550.000000	1.672
1575.000000	1.775
1600.000000	1.898
1625.000000	2.006
1650.000000	2.163
1675.000000	2.319
1700.000000	2.468
1725.000000	2.615
1750.000000	2.763
1775.000000	2.920
1800.000000	3.085
1825.000000	3.243
1850.000000	3.398
1875.000000	3.564
1900.000000	3.759
1925.000000	3.946
1950.000000	4.127
1975.000000	4.312
2000.000000	4.494
2030.000000	4.703
2060.000000	4.918
2090.000000	5.123
2120.000000	5.330
2140.000000	5.471
2180.000000	5.795
2200.000000	5.964
2240.000000	6.299
2270.000000	6.547
2300.000000	6.793
2330.000000	7.018
2360.000000	7.236
2400.000000	7.523
2430.000000	7.735
2470.000000	8.014
2500.000000	8.194
2540.000000	8.417
2580.000000	8.640
2620.000000	8.863
2650.000000	9.011
2690.000000	9.171
2720.000000	9.281
2760.000000	9.428
2800.000000	9.573
2850.000000	9.730
2900.000000	9.851
2950.000000	9.971
3000.000000	10.096
3040.000000	10.185
3070.000000	10.209
3110.000000	10.232
3150.000000	10.244
3200.000000	10.270
3250.000000	10.288
3300.000000	10.268
3350.000000	10.254
3400.000000	10.229
3450.000000	10.209
3500.000000	10.179
3550.000000	10.127
3600.000000	10.064
3650.000000	10.009
3700.000000	9.948
3750.000000	9.890
3820.000000	9.779
3870.000000	9.702
3950.000000	9.587
4000.000000	9.517
4060.000000	9.432
4120.000000	9.348
4180.000000	9.266
4250.000000	9.166
4310.000000	9.091
4370.000000	9.008
4440.000000	8.921
4500.000000	8.841
4550.000000	8.779
4620.000000	8.693
4680.000000	8.614
4750.000000	8.533
4820.000000	8.447
4870.000000	8.387
4940.000000	8.315
5000.000000	8.272
5080.000000	8.256
5150.000000	8.232
5220.000000	8.215
5300.000000	8.191
5380.000000	8.190
5450.000000	8.190
5520.000000	8.190
5600.000000	8.190
5700.000000	8.201
5800.000000	8.218
5900.000000	8.245
6000.000000	8.273
6080.000000	8.287
6150.000000	8.285
6220.000000	8.263
6300.000000	8.247
6400.000000	8.223
6500.000000	8.197
6600.000000	8.182
6700.000000	8.157
6800.000000	8.135
6900.000000	8.115
7000.000000	8.092
7100.000000	8.090
7200.000000	8.090
7300.000000	8.090
7400.000000	8.090
7500.000000	8.090
7620.000000	8.090
7750.000000	8.090
7880.000000	8.090
8000.000000	8.090
8120.000000	8.008
8250.000000	7.778
8380.000000	7.558
8500.000000	7.358
8620.000000	7.129
8750.000000	6.174
8850.000000	5.176
9000.000000	3.705
9120.000000	2.544
9250.000000	1.327
9380.000000	0.645
9500.000000	0.237
9620.000000	-0.180
9750.000000	-0.625
9880.000000	-1.063
10000.000000	-1.346
10150.000000	-1.506
10300.000000	-1.653
10440.000000	-1.789
10600.000000	-1.943
10750.000000	-2.066
10900.000000	-2.187
11060.000000	-2.312
11200.000000	-2.417
11380.000000	-2.558
11500.000000	-2.617
11720.000000	-2.675
11800.000000	-2.696
12060.000000	-2.751
12200.000000	-2.789
12410.000000	-2.776
12500.000000	-2.760
12650.000000	-2.724
12800.000000	-2.689
13150.000000	-2.856
13200.000000	-3.273
13400.000000	-5.979
13600.000000	-8.748
13800.000000	-11.468
14000.000000	-14.160
14300.000000	-17.270
14500.000000	-18.970
14750.000000	-21.072
15000.000000	-23.180
15250.000000	-24.264
15500.000000	-24.344
15750.000000	-24.443
16000.000000	-24.529
16250.000000	-24.607
16500.000000	-24.610
16750.000000	-24.610
17000.000000	-24.610
17250.000000	-24.610
17500.000000	-24.610
17750.000000	-24.610
18000.000000	-24.610
18250.000000	-24.610
18500.000000	-24.610
18750.000000	-24.610
19000.000000	-24.610
19250.000000	-24.610
19500.000000	-24.610
19750.000000	-24.610
