* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:25:09 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 White L
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6.120268 81.584 -67.9801
6.164618 81.657 -68.4443
6.209289 81.729 -68.9120
6.254284 81.801 -69.3835
6.299605 81.873 -69.8592
6.345255 81.944 -70.3387
6.391235 82.015 -70.8217
6.437549 82.085 -71.3078
6.484198 82.155 -71.7966
6.531185 82.224 -72.2878
6.578513 82.292 -72.7809
6.626183 82.360 -73.2762
6.674199 82.427 -73.7750
6.722563 82.493 -74.2768
6.771278 82.559 -74.7810
6.820345 82.624 -75.2868
6.869768 82.689 -75.7936
6.919549 82.752 -76.3007
6.969691 82.815 -76.8072
7.020196 82.878 -77.3146
7.071068 82.939 -77.8232
7.122308 82.999 -78.3324
7.173919 83.059 -78.8417
7.225904 83.119 -79.3504
7.278266 83.177 -79.8577
7.331007 83.236 -80.3632
7.384131 83.293 -80.8671
7.437639 83.350 -81.3700
7.491535 83.406 -81.8715
7.545822 83.462 -82.3715
7.600502 83.517 -82.8698
7.655579 83.571 -83.3660
7.711054 83.626 -83.8599
7.766932 83.680 -84.3513
7.823214 83.734 -84.8402
7.879904 83.787 -85.3268
7.937005 83.840 -85.8113
7.994520 83.892 -86.2940
8.052452 83.945 -86.7749
8.110803 83.997 -87.2537
8.169578 84.049 -87.7299
8.228777 84.101 -88.2036
8.288406 84.152 -88.6754
8.348468 84.204 -89.1454
8.408964 84.255 -89.6141
8.469899 84.306 -90.0814
8.531276 84.357 -90.5466
8.593097 84.408 -91.0097
8.655366 84.459 -91.4711
8.718086 84.509 -91.9307
8.781260 84.560 -92.3890
8.844893 84.610 -92.8457
8.908987 84.660 -93.3005
8.973545 84.710 -93.7534
9.038571 84.760 -94.2044
9.104069 84.809 -94.6535
9.170040 84.859 -95.1007
9.236490 84.908 -95.5458
9.303422 84.958 -95.9885
9.370838 85.007 -96.4291
9.438744 85.056 -96.8678
9.507140 85.105 -97.3046
9.576033 85.154 -97.7394
9.645425 85.203 -98.1715
9.715320 85.252 -98.6014
9.785721 85.300 -99.0296
9.856632 85.349 -99.4569
9.928058 85.398 -99.8833
